num,name,BBclass,Check,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
109,androsan,0,2,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,11.829503396285052,-0.4839398568069202,11.829503396285052,0.10737154352481726,0.7253305311285855,302.4580000000001,272.21799999999996,302.2245802,122,0,0.15519729043717415,-0.3896027937584239,0.3896027937584239,0.15519729043717415,1.0,1.7272727272727273,2.5,16.28559450193334,9.463129855148665,2.6176041264311554,-2.584504338466494,2.6681917987707737,-2.5345499356753667,5.9123754400733155,-0.12360350938490983,1.6968001719233186,545.9104984355639,15.75071237662706,14.321717212214708,14.321717212214708,10.278440544667594,9.241609972385788,9.241609972385788,9.237543008295471,9.237543008295471,8.524124613416493,8.524124613416493,6.802812902348896,6.802812902348896,-0.6300000000000001,111571.74296364248,14.930540221711883,4.465593928261609,1.7355442328204815,133.91597940730372,5.106527394840706,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.420578929450514,86.52920774428434,6.4208216229260096,5.601050810983688,9.901064578912528,5.783244946364939,0.0,0.0,28.58369907727774,77.73883539346365,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,0.0,16.490823152189332,4.794537184071822,28.58369907727774,72.13778458247995,11.64912463690315,0.0,0.0,0.0,37.3,5.601050810983688,9.901064578912528,0.0,10.82998093879356,11.701150992526333,43.939920206952834,24.835569398847294,0.0,6.076020106833881,20.771211599071872,0.0,0.0,0.0,11.829503396285052,10.914488670850954,1.3229091999454106,2.5030348088309395,0.0,10.666867257705551,6.846529999715425,0.0,0.85,22,1,2,4,0,4,0,0,0,2,1,2,0,3,0,3,4,4.269300000000004,87.33380000000005,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,oxaflumazine,1,2,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCC3OCCCO3)CC1)c1ccccc1S2,13.418134065948875,-4.349958291031331,13.418134065948875,0.06194196572509236,0.4937527925460235,507.62200000000036,475.3660000000003,507.216732924,190,0,0.41598698505792997,-0.35253270053309366,0.41598698505792997,0.35253270053309366,0.8285714285714286,1.5142857142857142,2.257142857142857,32.16658190110155,10.11955587306519,2.3300678000563124,-2.3662723433930695,2.490147970634376,-2.473221425810324,7.99377618845455,-0.18252658831161755,1.1578525286916073,992.0475689999588,24.25250160881067,19.80436260467473,20.620859185602455,16.970477696277683,12.408390178942259,13.224886759869985,9.2518911720765,10.335668128563325,6.851192467604098,7.981460846438022,4.926720089287725,6.00282691065046,-1.7799999999999998,109088784.13856623,24.894187867656502,11.087703226741267,6.141172071243185,208.70650117029368,24.173455100151532,0.0,6.290026729335213,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,23.894619086314336,49.718234994072645,55.480327009437005,30.151987970089955,22.644971050624555,23.13665749875824,0.0,9.799819461700956,0.0,41.51975706659226,63.926968501264334,48.02802097092827,0.0,0.0,4.899909730850478,24.546017692391583,0.0,11.761884949391115,75.11690496145002,15.650024425043572,0.0,24.825916360475023,52.255536430266815,0.0,0.0,0.0,28.180000000000003,11.73975000914047,13.171245143024459,0.0,6.290026729335213,12.232142680596137,87.22312045899842,23.894619086314336,6.06636706846161,24.26546827384644,14.699729192551434,9.473725907600098,51.552381695426,1.5393278487165656,8.943715168290714,0.0,1.0446009163176448,0.0,12.063610559321003,-1.6378468526543122,8.244210664582376,0.0,0.5384615384615384,35,0,5,0,3,3,2,0,2,6,0,9,7,0,2,2,5,5.468900000000006,131.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,oxazepam,1,2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,11.737431342907533,-1.4339058956916102,11.737431342907533,0.536064814814815,0.8457292457729301,286.718,275.63,286.050905272,100,0,0.275713559409008,-0.36413208417698584,0.36413208417698584,0.275713559409008,1.15,1.9,2.65,35.49569135616958,10.00595137236543,2.2346244096889296,-2.0958892646712948,2.263070685905544,-2.2425298421446387,6.315190907096157,-0.12303221007260809,2.2315864554820153,698.2746308195045,14.11251969619286,10.37679237717964,11.132721323198096,9.647867045540842,6.070503567811205,6.448468040820432,4.39655708682724,4.832992867299224,3.0277231816101513,3.2628202843978897,2.0951870536449975,2.267290077597865,-2.1699999999999995,48535.8965842803,12.843226647380193,5.074072414162754,2.3090239406052224,120.28169926381122,10.423315998847038,0.0,0.0,6.22790117073487,5.907179729351506,0.0,4.794537184071822,4.992404732635669,0.0,0.0,41.932775232540564,18.19910120538483,16.149536297135317,11.399071277454265,9.901064578912528,28.907190897038284,0.0,0.0,4.992404732635669,6.22790117073487,5.316788604006331,64.6804728448282,0.0,0.0,5.316788604006331,5.687386274683562,0.0,11.600939890232516,22.953293297697783,4.794537184071822,0.0,11.126902983393991,53.52334128032855,5.022633313741326,0.0,0.0,61.69,12.135080900086376,9.901064578912528,0.0,0.0,21.985156082892587,5.563451491696996,0.0,18.19910120538483,30.33183534230805,10.309193336642,11.600939890232516,0.0,6.025280629741608,15.848650478710002,12.975129519400351,2.618212711010331,-0.5560152116402113,14.467092212913972,-1.4339058956916102,0.0,0.0,0.06666666666666667,20,2,4,0,1,1,2,0,2,3,2,5,1,0,0,0,3,2.4479,78.16950000000003,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,oxiperomide,1,2,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,12.322138487595428,0.006537902042016208,12.322138487595428,0.006537902042016208,0.7784214189019446,337.423,314.23900000000003,337.179026976,130,0,0.3262148019158796,-0.4922648009686882,0.4922648009686882,0.3262148019158796,1.0,1.72,2.52,16.4776148074492,10.045337723807739,2.227927457546964,-2.3190473868659227,2.241992716895728,-2.3843746623738746,5.746024083700537,0.15690784883307912,1.3350549905213778,876.5975868124345,17.062267164498692,14.22706715094319,14.22706715094319,12.309663088089316,8.90554966099662,8.90554966099662,6.551632715533413,6.551632715533413,4.965686934953972,4.965686934953972,3.6472147859930177,3.6472147859930177,-2.5299999999999994,1035552.1609257151,15.966483310465255,7.15064722555678,3.4643192577969417,146.39260639285342,9.720841474747257,12.356393797796823,0.0,0.0,0.0,5.689743398203474,9.467009378641833,4.794537184071822,0.0,0.0,30.33183534230805,37.107111519698464,25.676110046885686,11.033401435232523,4.736862953800049,11.033401435232523,0.0,14.450987899589041,0.0,18.88348407499998,26.241151182250643,65.08158419842978,0.0,5.749511833283905,10.426606352003523,0.0,5.749511833283905,0.0,40.692139081839684,0.0,0.0,18.88348407499998,59.39184080022631,0.0,11.033401435232523,0.0,50.260000000000005,0.0,4.794537184071822,0.0,11.731584227351433,6.606881964512918,49.258825732106175,0.0,0.0,59.16440326394584,9.883888251797686,4.736862953800049,7.720357132445876,0.0,17.699948526104976,0.0,1.941307927901856,0.919195173972827,18.126115289867474,1.9862922020660114,3.6067837476409808,0.0,0.35,25,1,5,0,1,1,2,1,3,4,1,5,5,0,1,1,4,3.0455000000000014,99.20670000000005,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,oxycodone,1,2,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,12.652920918367347,-0.8996116780045349,12.652920918367347,0.04379157218442864,0.839282607029206,315.3690000000001,294.201,315.147058152,122,0,0.1739630223650768,-0.4928571212444991,0.4928571212444991,0.1739630223650768,1.391304347826087,2.217391304347826,3.0,16.531338640696166,9.487994590762908,2.723113226905389,-2.6150129797250132,2.6411718886338713,-2.756312152872261,5.896094193923314,-0.18467016686681265,1.8570488669453709,731.9769249093094,15.982763184195939,13.464107045082748,13.464107045082748,11.025840785378222,8.350740894713468,8.350740894713468,7.441411967876593,7.441411967876593,6.730100121676015,6.730100121676015,5.685340557931262,5.685340557931262,-1.59,312827.5602598876,13.813169678043565,4.080510538449306,1.3193301484638766,134.73006385959624,19.480163033291284,0.0,23.38623500068105,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,44.4847118175264,18.026113943770966,18.125838821658,19.374790486512623,5.783244946364939,0.0,4.899909730850478,0.0,48.84513498898077,20.7022259298673,23.259637120317212,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,54.238766029803365,16.63034927639461,0.0,30.389367852172022,12.13273413692322,0.0,0.0,0.0,59.00000000000001,17.12000766812877,9.901064578912528,0.0,11.8250857755129,24.34066691241983,24.94985114346159,5.563451491696996,7.109797541277533,6.06636706846161,18.013948781989278,9.473725907600098,11.63301280234316,0.0,14.906166619425548,11.748903061224489,0.7371707294028726,1.4683446712018149,4.0464630574452,1.892578892668178,0.8712365362811791,3.6961236300075586,0.6111111111111112,23,1,5,2,2,4,1,0,1,5,1,5,1,1,1,2,5,1.0481999999999998,83.01780000000004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,oxymorphone,1,2,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,12.523775510204082,-0.9537499999999999,12.523775510204082,0.003187830687830351,0.7396980124727146,301.342,282.19,301.131408088,116,0,0.17396302074639494,-0.5042464328896998,0.5042464328896998,0.17396302074639494,1.3636363636363635,2.1818181818181817,3.0,16.511442473320834,9.488017340199397,2.722656445167079,-2.6149583043177986,2.639937112530453,-2.756306109145882,5.895703045895521,-0.18467022339254355,1.8774137434717626,716.8556433421193,15.27565640300939,12.503072350118844,12.503072350118844,10.487835982917435,7.961975256767652,7.961975256767652,7.258277463579509,7.258277463579509,6.525528679289914,6.525528679289914,5.535015297713659,5.535015297713659,-1.59,182851.99245517235,12.905015088577105,3.6576030214697695,1.1255962618042505,128.04581026788878,19.84982747433194,0.0,23.38623500068105,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,44.4847118175264,18.026113943770966,11.016041280380467,19.744454927553285,5.783244946364939,0.0,4.899909730850478,0.0,48.84513498898076,13.592428388589765,23.259637120317212,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,52.23549588336654,16.63034927639461,0.0,30.38936785217202,12.13273413692322,0.0,0.0,0.0,70.0,17.12000766812877,15.007591973753234,0.0,17.574597608796804,25.011976702061933,24.092481012232575,0.0,6.06636706846161,13.1140390511388,4.899909730850478,4.736862953800049,5.944015022675737,0.0,14.737958711262284,21.836262912572437,0.3702083333333339,0.5607955404383982,3.571831538170823,1.606200869236583,0.8280286281179138,2.044698444192492,0.5882352941176471,22,2,5,2,2,4,1,0,1,5,2,5,0,1,1,2,5,0.7451999999999999,78.13060000000003,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,pecazine,1,2,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,2.5466203703703703,0.7527428193499619,2.5466203703703703,0.7527428193499619,0.7982154715587111,310.4660000000001,288.29,310.15036970399996,114,0,0.05524529316765719,-0.3393118985406798,0.3393118985406798,0.05524529316765719,1.0,1.6363636363636365,2.272727272727273,32.166580858441336,9.969521778334942,2.263680955084309,-2.3771333221826505,2.477333448559054,-2.379973493253732,7.993760928923994,0.21359013849931446,1.681833200918153,624.4896887450094,14.940946820939052,13.034361810103153,13.85085839103088,10.809663088089318,8.130804189285133,8.947300770212859,6.418614053584446,7.502391010071272,4.694870742565174,5.8251391213991,3.6582928060891384,4.754041482484834,-1.4499999999999997,194296.0722089478,14.16196532651764,5.976536010714264,2.636688256624376,136.67420718505082,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.027353223237554,56.617445954449614,22.880479762860702,11.374772549367124,0.0,23.13665749875824,0.0,4.899909730850478,5.917906046161393,22.63261019688757,31.581850931265393,48.53093654769288,0.0,0.0,4.899909730850478,11.374772549367124,0.0,11.761884949391115,31.581850931265397,0.0,5.917906046161393,12.841643245852019,58.32190349872843,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,12.462662452073968,47.096895558079844,0.0,11.761884949391115,65.37842799207102,0.0,0.0,1.8967394442344836,7.783411517384732,0.0,2.7489380196523054,0.7527428193499619,17.639691515495088,2.6719910556815316,3.5897114617451917,2.2501074997900394,0.3684210526315789,22,0,2,0,2,2,2,0,2,3,0,3,2,0,1,1,4,4.631100000000004,94.23400000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,pemoline,1,2,NC1=NC(=O)C(c2ccccc2)O1,11.192642668178383,-0.6516666666666675,11.192642668178383,0.05661753590325014,0.6809458251088377,176.17499999999998,168.11099999999996,176.058577496,66,0,0.2955774076555192,-0.44660942814618976,0.44660942814618976,0.2955774076555192,1.3076923076923077,2.0,2.5384615384615383,16.522455856485244,10.108436247027825,2.281891566663378,-2.0666869695604344,2.218290761414126,-2.133063638372459,5.978485744313322,-0.1224065708420771,2.2637060984012773,359.1372680200689,9.259148545064338,6.805162060755066,6.805162060755066,6.270856947829097,3.8678731526667356,3.8678731526667356,2.696853295266362,2.696853295266362,1.7855980366063973,1.7855980366063973,1.2031901469928283,1.2031901469928283,-1.8399999999999996,1451.644963716997,7.790843144044321,2.895010133611532,1.37763609586988,75.03067882158105,10.470530430962235,0.0,0.0,6.103966387748303,11.928859856695684,0.0,4.794537184071822,0.0,4.992404732635669,0.0,30.33183534230805,0.0,5.563451491696996,0.0,9.53140013787187,11.928859856695684,0.0,0.0,10.726072209797854,6.103966387748303,0.0,35.89528683400505,0.0,0.0,5.733667477162185,0.0,0.0,0.0,11.928859856695684,9.53140013787187,0.0,11.6674178794453,35.32424007494372,0.0,0.0,0.0,64.67999999999999,6.103966387748303,4.794537184071822,0.0,11.928859856695684,0.0,5.563451491696996,0.0,12.13273413692322,18.19910120538483,4.992404732635669,10.470530430962235,5.0378240740740745,0.0,14.67268046107332,0.0,6.034549319727891,-0.34379629629629593,9.083742441421013,-0.6516666666666675,0.0,0.0,0.1111111111111111,13,2,4,0,1,1,1,0,1,3,1,4,1,0,0,0,2,0.5992000000000001,46.89740000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,pentazocine,1,2,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,9.865260895910247,0.20680909863945596,9.865260895910247,0.20680909863945596,0.8335259245753123,285.43100000000004,258.215,285.209264484,114,0,0.1153915876130273,-0.5079556583697896,0.5079556583697896,0.1153915876130273,1.4285714285714286,2.1904761904761907,2.9047619047619047,16.25470271073675,9.587577101259031,2.475612761143135,-2.541744302823105,2.4867613100974753,-2.574074287518334,5.437115772203144,0.03965360059101117,1.9568456537174728,572.9291275715217,15.198306133819765,13.686955930883864,13.686955930883864,9.914539350716174,8.11393232507026,8.11393232507026,7.345474424463402,7.345474424463402,5.841357075504468,5.841357075504468,4.2219469040580835,4.2219469040580835,-1.2799999999999998,53884.30012603369,14.648695705259302,5.1696143665860355,2.3975778757740662,128.02845268980954,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,31.562966104746007,67.82640768702122,12.586597235060536,0.0,5.106527394840706,0.0,0.0,4.899909730850478,5.917906046161393,51.99342334315925,13.08951281182515,40.97512882568197,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,29.1377907666643,11.83581209232279,5.917906046161393,45.2426734050825,29.848225842287977,0.0,0.0,0.0,23.47,0.0,5.106527394840706,0.0,5.41499046939678,17.70925870859326,19.510334434751158,23.12082913638927,0.0,12.13273413692322,44.73724570490846,0.0,0.0,0.0,2.648029572940287,9.865260895910247,4.420266813630361,1.0404703226433927,6.602169417149575,4.641282176450828,11.365854134608643,0.0,0.5789473684210527,21,1,2,1,1,2,1,0,1,2,1,2,2,0,1,1,3,3.8826000000000027,87.73580000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Ethionamide,1,2,CCc1cc(C(N)=S)ccn1,5.441001511715797,0.43250000000000055,5.441001511715797,0.43250000000000055,0.6725460532160716,166.24900000000002,156.16899999999998,166.05646932,58,0,0.10360772372760571,-0.3894472327918176,0.3894472327918176,0.10360772372760571,1.7272727272727273,2.4545454545454546,3.0,32.092038611549484,10.18265098273496,1.958709558102408,-1.98539793686907,2.0104252625210552,-2.0929843093650176,7.802850292231314,1.0336748358814558,3.0058892189147386,270.54949758389114,8.267584713501616,6.371969743908873,7.1884663248365985,5.236382105218448,3.484623876221478,3.8928721666853408,2.2536583124174547,2.693484718044902,1.4633220060053453,1.6990242664008615,0.8247979358636289,0.9517648827064851,-0.96,333.42998742919156,8.139601593625498,3.436571191990665,1.9806971480307827,71.44454838785089,5.733667477162185,4.988502101738191,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,19.14161064273732,18.55355575984923,17.454223058158533,0.0,0.0,17.206375544784887,0.0,4.9839785209472085,5.733667477162185,13.344558822616634,0.0,29.58695719508175,0.0,0.0,5.733667477162185,0.0,0.0,12.217873443046695,9.9724806226854,6.4208216229260096,0.0,18.18111668623608,18.3295777085363,0.0,0.0,0.0,38.91,0.0,0.0,0.0,0.0,4.988502101738191,17.678201109471466,0.0,6.196843571613076,19.056471336613843,4.9839785209472085,17.95154092020888,0.0,4.819569160997732,4.557592592592593,0.0,7.359658919123205,0.0,3.739907407407407,2.642638888888889,2.0472996976568405,0.0,0.25,11,2,2,0,0,0,0,1,1,2,1,3,2,0,0,0,1,1.2782,49.502400000000016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,Etoposide,0,2,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,13.385114087700737,-1.4362704986978982,13.385114087700737,0.030064203260243172,0.4298292584463983,588.5620000000004,556.3060000000004,588.1842910839998,226,0,0.3099403857906003,-0.5016994790132149,0.5016994790132149,0.3099403857906003,0.8809523809523809,1.5714285714285714,2.261904761904762,16.754316205209765,9.657683374194141,2.556729925674996,-2.4731031128606737,2.566239958946187,-2.628380688161122,5.78632158425933,-0.36415389773560114,1.3182370054389008,1352.5325604550396,29.28336361358765,23.12834780335291,23.12834780335291,20.282427298526205,13.777144189299921,13.777144189299921,10.988221669433306,10.988221669433306,8.745948150865637,8.745948150865637,6.73540078130962,6.73540078130962,-3.330000000000001,5287664732.043723,27.500051524777703,10.435801723225586,4.258657173456175,240.2294879248509,57.95134876872255,24.41586555099321,35.57810079180605,12.542454139383732,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,47.87955994862805,11.835812092322787,39.4552314454906,62.745885952794374,5.969305287951849,0.0,0.0,11.835812092322787,55.94152864326395,34.226301317680736,40.95582274893743,0.0,28.747559166419524,18.947451815200196,0.0,28.747559166419524,0.0,92.51110779981833,28.478851953072066,11.835812092322787,35.63596410869131,24.26546827384644,0.0,0.0,0.0,160.83,66.82290882384797,20.11411936859394,0.0,37.25524173497738,28.189378141658796,0.0,14.219595082555067,31.189205473537065,0.0,0.0,42.63176658420044,51.526191497067586,0.0,13.385114087700737,32.515426995072225,2.0136756704618017,-1.0248544372798765,6.926914060847731,-6.797222420589437,1.928629031845175,2.8594588482073915,0.5517241379310345,42,3,13,1,4,5,2,0,2,13,3,13,5,0,3,3,7,1.3385999999999993,138.34539999999996,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
